SHINEuid,FISH_Broad_Type,Occurrences
37313,AGRICULTURE AND SUBSISTENCE,1
37314,AGRICULTURE AND SUBSISTENCE,1
37315,AGRICULTURE AND SUBSISTENCE,1
37316,"GARDENS, PARKS AND URBAN SPACES",1
37317,AGRICULTURE AND SUBSISTENCE,1
37324,INDUSTRIAL,1
37325,MONUMENT (BY FORM),1
37326,MONUMENT (BY FORM),1
37327,"RELIGIOUS, RITUAL AND FUNERARY",1
37328,AGRICULTURE AND SUBSISTENCE,1
37328,DOMESTIC,1
37328,MONUMENT (BY FORM),1
37329,AGRICULTURE AND SUBSISTENCE,1
37330,DOMESTIC,1
37331,"RELIGIOUS, RITUAL AND FUNERARY",1
37331,TRANSPORT,1
37332,AGRICULTURE AND SUBSISTENCE,1
37332,"RELIGIOUS, RITUAL AND FUNERARY",1
37333,AGRICULTURE AND SUBSISTENCE,1
37334,AGRICULTURE AND SUBSISTENCE,1
37335,DOMESTIC,1
37336,"RELIGIOUS, RITUAL AND FUNERARY",1
37337,AGRICULTURE AND SUBSISTENCE,1
37338,DOMESTIC,1
37339,MONUMENT (BY FORM),1
37340,MONUMENT (BY FORM),2
37341,MONUMENT (BY FORM),1
37342,AGRICULTURE AND SUBSISTENCE,1
37343,AGRICULTURE AND SUBSISTENCE,1
37343,MONUMENT (BY FORM),1
37344,MONUMENT (BY FORM),1
37345,DOMESTIC,1
37346,"RELIGIOUS, RITUAL AND FUNERARY",1
37347,INDUSTRIAL,1
37348,INDUSTRIAL,1
37349,MONUMENT (BY FORM),2
37350,AGRICULTURE AND SUBSISTENCE,1
37351,DOMESTIC,1
37352,"RELIGIOUS, RITUAL AND FUNERARY",1
37353,DOMESTIC,1
37353,MONUMENT (BY FORM),1
37353,"RELIGIOUS, RITUAL AND FUNERARY",1
37354,AGRICULTURE AND SUBSISTENCE,1
37355,MONUMENT (BY FORM),1
37356,MONUMENT (BY FORM),1
37357,AGRICULTURE AND SUBSISTENCE,1
37358,MONUMENT (BY FORM),1
37359,AGRICULTURE AND SUBSISTENCE,2
37360,AGRICULTURE AND SUBSISTENCE,2
37361,MONUMENT (BY FORM),1
37362,MONUMENT (BY FORM),2
37363,MONUMENT (BY FORM),1
37364,DOMESTIC,2
37365,MONUMENT (BY FORM),1
37366,DOMESTIC,1
37367,DOMESTIC,1
37368,DOMESTIC,1
37369,"RELIGIOUS, RITUAL AND FUNERARY",1
37370,MONUMENT (BY FORM),1
37371,MONUMENT (BY FORM),1
37372,"RELIGIOUS, RITUAL AND FUNERARY",1
37373,MONUMENT (BY FORM),1
37374,DOMESTIC,2
37375,"RELIGIOUS, RITUAL AND FUNERARY",1
37376,INDUSTRIAL,1
37377,DOMESTIC,1
37378,DOMESTIC,1
37379,DOMESTIC,1
37380,"RELIGIOUS, RITUAL AND FUNERARY",1
37381,INDUSTRIAL,1
37382,"RELIGIOUS, RITUAL AND FUNERARY",1
37383,DOMESTIC,1
37384,DOMESTIC,1
37385,AGRICULTURE AND SUBSISTENCE,1
37386,TRANSPORT,1
37387,DOMESTIC,1
37388,MONUMENT (BY FORM),2
37389,AGRICULTURE AND SUBSISTENCE,1
37389,"RELIGIOUS, RITUAL AND FUNERARY",1
37390,AGRICULTURE AND SUBSISTENCE,1
37390,MONUMENT (BY FORM),1
37391,AGRICULTURE AND SUBSISTENCE,1
37392,"RELIGIOUS, RITUAL AND FUNERARY",3
37393,AGRICULTURE AND SUBSISTENCE,2
37393,"RELIGIOUS, RITUAL AND FUNERARY",2
37394,DOMESTIC,1
37395,"RELIGIOUS, RITUAL AND FUNERARY",2
37396,AGRICULTURE AND SUBSISTENCE,1
37397,AGRICULTURE AND SUBSISTENCE,1
37398,"RELIGIOUS, RITUAL AND FUNERARY",1
37399,DOMESTIC,1
37399,MONUMENT (BY FORM),1
37400,"RELIGIOUS, RITUAL AND FUNERARY",1
37401,"RELIGIOUS, RITUAL AND FUNERARY",1
37402,AGRICULTURE AND SUBSISTENCE,1
37403,"RELIGIOUS, RITUAL AND FUNERARY",1
37404,MONUMENT (BY FORM),1
37404,"RELIGIOUS, RITUAL AND FUNERARY",1
37405,DOMESTIC,2
37406,MONUMENT (BY FORM),1
37406,"RELIGIOUS, RITUAL AND FUNERARY",1
37407,AGRICULTURE AND SUBSISTENCE,1
37407,"RELIGIOUS, RITUAL AND FUNERARY",1
37408,"RELIGIOUS, RITUAL AND FUNERARY",1
37409,AGRICULTURE AND SUBSISTENCE,1
37409,"RELIGIOUS, RITUAL AND FUNERARY",1
37410,AGRICULTURE AND SUBSISTENCE,1
37410,"RELIGIOUS, RITUAL AND FUNERARY",1
37411,"RELIGIOUS, RITUAL AND FUNERARY",1
37412,AGRICULTURE AND SUBSISTENCE,2
37413,"RELIGIOUS, RITUAL AND FUNERARY",1
37414,TRANSPORT,2
37415,AGRICULTURE AND SUBSISTENCE,1
37415,"RELIGIOUS, RITUAL AND FUNERARY",1
37416,AGRICULTURE AND SUBSISTENCE,1
37416,"RELIGIOUS, RITUAL AND FUNERARY",1
37417,AGRICULTURE AND SUBSISTENCE,1
37418,DOMESTIC,1
37418,"RELIGIOUS, RITUAL AND FUNERARY",1
37419,AGRICULTURE AND SUBSISTENCE,1
37420,MONUMENT (BY FORM),1
37421,MONUMENT (BY FORM),1
37422,AGRICULTURE AND SUBSISTENCE,2
37423,MONUMENT (BY FORM),1
37423,"RELIGIOUS, RITUAL AND FUNERARY",1
37424,INDUSTRIAL,1
37425,DOMESTIC,1
37426,MONUMENT (BY FORM),1
37426,"RELIGIOUS, RITUAL AND FUNERARY",1
37427,AGRICULTURE AND SUBSISTENCE,1
37427,"RELIGIOUS, RITUAL AND FUNERARY",1
37428,AGRICULTURE AND SUBSISTENCE,2
37428,MONUMENT (BY FORM),2
37428,"RELIGIOUS, RITUAL AND FUNERARY",2
37429,AGRICULTURE AND SUBSISTENCE,2
37430,AGRICULTURE AND SUBSISTENCE,3
37431,"RELIGIOUS, RITUAL AND FUNERARY",3
37432,"RELIGIOUS, RITUAL AND FUNERARY",4
37433,AGRICULTURE AND SUBSISTENCE,1
37433,"RELIGIOUS, RITUAL AND FUNERARY",1
37434,"RELIGIOUS, RITUAL AND FUNERARY",1
37435,"RELIGIOUS, RITUAL AND FUNERARY",1
37436,"RELIGIOUS, RITUAL AND FUNERARY",1
37437,AGRICULTURE AND SUBSISTENCE,1
37438,AGRICULTURE AND SUBSISTENCE,1
37439,"RELIGIOUS, RITUAL AND FUNERARY",1
37440,"RELIGIOUS, RITUAL AND FUNERARY",1
37441,AGRICULTURE AND SUBSISTENCE,1
37442,MONUMENT (BY FORM),1
37442,"RELIGIOUS, RITUAL AND FUNERARY",1
37443,DOMESTIC,1
37443,"RELIGIOUS, RITUAL AND FUNERARY",1
37444,"RELIGIOUS, RITUAL AND FUNERARY",2
37445,AGRICULTURE AND SUBSISTENCE,1
37446,MONUMENT (BY FORM),1
37446,"RELIGIOUS, RITUAL AND FUNERARY",1
37447,INDUSTRIAL,1
37448,INDUSTRIAL,1
37449,MONUMENT (BY FORM),1
37450,INDUSTRIAL,1
37451,INDUSTRIAL,1
37452,INDUSTRIAL,1
37453,INDUSTRIAL,4
37454,INDUSTRIAL,1
37455,INDUSTRIAL,1
37456,DEFENCE,1
37457,AGRICULTURE AND SUBSISTENCE,2
37458,TRANSPORT,1
37459,INDUSTRIAL,1
37460,INDUSTRIAL,1
37461,INDUSTRIAL,1
37462,INDUSTRIAL,1
37463,INDUSTRIAL,1
37464,AGRICULTURE AND SUBSISTENCE,2
37465,"RELIGIOUS, RITUAL AND FUNERARY",1
37465,NA,1
37466,INDUSTRIAL,1
37467,NA,1
37468,MONUMENT (BY FORM),1
37469,INDUSTRIAL,1
37470,INDUSTRIAL,1
37471,TRANSPORT,1
37472,DOMESTIC,1
37473,INDUSTRIAL,1
37473,NA,1
37474,INDUSTRIAL,4
37475,INDUSTRIAL,1
37476,NA,1
37477,NA,1
37478,INDUSTRIAL,1
37479,DOMESTIC,1
37480,INDUSTRIAL,4
37481,INDUSTRIAL,2
37482,INDUSTRIAL,1
37483,INDUSTRIAL,1
37484,INDUSTRIAL,1
37485,DEFENCE,1
37486,INDUSTRIAL,1
37487,INDUSTRIAL,1
37488,INDUSTRIAL,1
37489,INDUSTRIAL,1
37490,AGRICULTURE AND SUBSISTENCE,1
37491,AGRICULTURE AND SUBSISTENCE,1
37492,MONUMENT (BY FORM),1
37493,INDUSTRIAL,1
37494,INDUSTRIAL,1
37495,INDUSTRIAL,1
37496,NA,1
37497,NA,1
37498,INDUSTRIAL,1
37499,INDUSTRIAL,1
37500,INDUSTRIAL,1
37501,MONUMENT (BY FORM),1
37502,INDUSTRIAL,2
37503,INDUSTRIAL,2
37504,INDUSTRIAL,1
37505,INDUSTRIAL,1
37505,NA,1
37506,NA,1
37507,INDUSTRIAL,1
37508,INDUSTRIAL,1
37509,INDUSTRIAL,1
37510,INDUSTRIAL,2
37511,NA,1
37512,INDUSTRIAL,1
37513,INDUSTRIAL,1
37514,INDUSTRIAL,2
37515,INDUSTRIAL,1
37516,INDUSTRIAL,1
37517,INDUSTRIAL,1
37518,MONUMENT (BY FORM),1
37519,INDUSTRIAL,2
37520,INDUSTRIAL,1
37521,INDUSTRIAL,1
37522,TRANSPORT,1
37523,WATER SUPPLY AND DRAINAGE,1
37524,INDUSTRIAL,2
37525,INDUSTRIAL,1
37526,COMMEMORATIVE,1
37527,MONUMENT (BY FORM),1
37528,INDUSTRIAL,1
37529,INDUSTRIAL,1
37529,NA,1
37530,TRANSPORT,1
37531,INDUSTRIAL,1
37532,MONUMENT (BY FORM),1
37533,INDUSTRIAL,1
37534,INDUSTRIAL,1
37535,INDUSTRIAL,1
37536,INDUSTRIAL,1
37537,INDUSTRIAL,1
37538,INDUSTRIAL,1
37539,INDUSTRIAL,1
37540,MONUMENT (BY FORM),1
37541,WATER SUPPLY AND DRAINAGE,1
37542,INDUSTRIAL,1
37543,INDUSTRIAL,1
37544,INDUSTRIAL,1
37545,INDUSTRIAL,1
37546,INDUSTRIAL,1
37547,TRANSPORT,1
37548,UNASSIGNED,1
37549,TRANSPORT,1
37550,MONUMENT (BY FORM),1
37551,DEFENCE,1
37551,DOMESTIC,1
37551,MONUMENT (BY FORM),1
37552,DOMESTIC,2
37553,RECREATIONAL,1
37554,NA,1
37555,"RELIGIOUS, RITUAL AND FUNERARY",1
37556,AGRICULTURE AND SUBSISTENCE,1
37556,MONUMENT (BY FORM),1
37557,DEFENCE,1
37558,COMMERCIAL,1
37559,COMMERCIAL,1
37560,MONUMENT (BY FORM),1
37561,MONUMENT (BY FORM),1
37562,MONUMENT (BY FORM),1
37563,INDUSTRIAL,1
37564,INDUSTRIAL,1
37565,INDUSTRIAL,1
37566,INDUSTRIAL,1
37567,INDUSTRIAL,1
37568,INDUSTRIAL,1
37569,INDUSTRIAL,1
37570,INDUSTRIAL,1
37571,INDUSTRIAL,1
37572,INDUSTRIAL,1
37573,INDUSTRIAL,1
37574,DOMESTIC,2
37575,INDUSTRIAL,1
37576,MONUMENT (BY FORM),2
37577,AGRICULTURE AND SUBSISTENCE,1
37578,MONUMENT (BY FORM),1
37579,MONUMENT (BY FORM),1
37580,MONUMENT (BY FORM),1
37581,AGRICULTURE AND SUBSISTENCE,1
37582,AGRICULTURE AND SUBSISTENCE,1
37583,DOMESTIC,1
37583,MONUMENT (BY FORM),1
37584,AGRICULTURE AND SUBSISTENCE,1
37585,AGRICULTURE AND SUBSISTENCE,1
37585,DEFENCE,1
37585,TRANSPORT,1
37586,DEFENCE,2
37587,AGRICULTURE AND SUBSISTENCE,1
37587,DOMESTIC,1
37587,TRANSPORT,1
37588,DEFENCE,1
37589,DEFENCE,1
37590,INDUSTRIAL,1
37590,MONUMENT (BY FORM),1
37591,AGRICULTURE AND SUBSISTENCE,1
37592,AGRICULTURE AND SUBSISTENCE,1
37593,AGRICULTURE AND SUBSISTENCE,1
37593,MONUMENT (BY FORM),1
37594,INDUSTRIAL,1
37595,MONUMENT (BY FORM),1
37596,INDUSTRIAL,1
37597,INDUSTRIAL,2
37598,INDUSTRIAL,1
37599,INDUSTRIAL,1
37600,AGRICULTURE AND SUBSISTENCE,1
37601,INDUSTRIAL,1
37602,MONUMENT (BY FORM),1
37603,INDUSTRIAL,1
37604,INDUSTRIAL,1
37605,INDUSTRIAL,2
37606,WATER SUPPLY AND DRAINAGE,1
37607,INDUSTRIAL,1
37608,DEFENCE,1
37609,INDUSTRIAL,1
37610,TRANSPORT,1
37611,INDUSTRIAL,1
37612,MONUMENT (BY FORM),1
37613,INDUSTRIAL,1
37614,INDUSTRIAL,1
37615,INDUSTRIAL,1
37616,INDUSTRIAL,1
37617,INDUSTRIAL,1
37618,INDUSTRIAL,2
37619,INDUSTRIAL,1
37620,INDUSTRIAL,1
37621,INDUSTRIAL,1
37622,INDUSTRIAL,1
37623,INDUSTRIAL,1
37624,INDUSTRIAL,1
37625,INDUSTRIAL,1
37626,INDUSTRIAL,1
37627,INDUSTRIAL,1
37628,INDUSTRIAL,1
37629,INDUSTRIAL,1
37630,INDUSTRIAL,1
37631,MONUMENT (BY FORM),1
37632,DOMESTIC,1
37633,INDUSTRIAL,1
37634,INDUSTRIAL,1
37635,INDUSTRIAL,1
37636,INDUSTRIAL,1
37637,INDUSTRIAL,1
37638,TRANSPORT,1
37639,INDUSTRIAL,1
37640,INDUSTRIAL,1
37641,"RELIGIOUS, RITUAL AND FUNERARY",1
37642,"RELIGIOUS, RITUAL AND FUNERARY",1
37643,TRANSPORT,1
37644,TRANSPORT,1
37645,INDUSTRIAL,1
37646,INDUSTRIAL,1
37647,INDUSTRIAL,1
37648,INDUSTRIAL,1
37649,INDUSTRIAL,1
37650,INDUSTRIAL,1
37651,TRANSPORT,1
37652,INDUSTRIAL,1
37653,TRANSPORT,1
37654,TRANSPORT,1
37655,TRANSPORT,1
37656,INDUSTRIAL,1
37657,INDUSTRIAL,1
37658,"RELIGIOUS, RITUAL AND FUNERARY",1
37659,DOMESTIC,1
37660,INDUSTRIAL,1
37661,AGRICULTURE AND SUBSISTENCE,1
37661,INDUSTRIAL,1
37662,MONUMENT (BY FORM),1
37663,MONUMENT (BY FORM),1
37664,AGRICULTURE AND SUBSISTENCE,1
37664,DOMESTIC,1
37664,"RELIGIOUS, RITUAL AND FUNERARY",1
37665,DOMESTIC,2
37666,DEFENCE,1
37667,MONUMENT (BY FORM),1
37668,MONUMENT (BY FORM),1
37669,MONUMENT (BY FORM),1
37670,MONUMENT (BY FORM),1
37671,AGRICULTURE AND SUBSISTENCE,2
37672,INDUSTRIAL,1
37673,INDUSTRIAL,1
37674,INDUSTRIAL,2
37675,INDUSTRIAL,1
37676,INDUSTRIAL,4
37677,DOMESTIC,1
37678,INDUSTRIAL,1
37678,MONUMENT (BY FORM),1
37679,DEFENCE,2
37680,INDUSTRIAL,1
37681,INDUSTRIAL,1
37682,INDUSTRIAL,1
37683,INDUSTRIAL,1
37684,INDUSTRIAL,1
37685,INDUSTRIAL,1
37686,INDUSTRIAL,2
37687,INDUSTRIAL,2
37688,INDUSTRIAL,3
37689,INDUSTRIAL,1
37690,INDUSTRIAL,2
37691,INDUSTRIAL,1
37692,INDUSTRIAL,3
37693,TRANSPORT,2
37694,INDUSTRIAL,2
37695,INDUSTRIAL,1
37696,INDUSTRIAL,1
37697,INDUSTRIAL,2
37698,INDUSTRIAL,1
37699,INDUSTRIAL,1
37700,INDUSTRIAL,1
37701,INDUSTRIAL,1
37702,INDUSTRIAL,1
37703,INDUSTRIAL,1
37703,NA,1
37704,"RELIGIOUS, RITUAL AND FUNERARY",2
37705,INDUSTRIAL,1
37706,COMMEMORATIVE,1
37707,INDUSTRIAL,1
37708,INDUSTRIAL,1
37709,INDUSTRIAL,1
37710,INDUSTRIAL,1
37711,NA,1
37712,AGRICULTURE AND SUBSISTENCE,1
37713,AGRICULTURE AND SUBSISTENCE,1
37714,AGRICULTURE AND SUBSISTENCE,1
37715,MONUMENT (BY FORM),1
37716,MONUMENT (BY FORM),1
37717,MONUMENT (BY FORM),1
37718,MONUMENT (BY FORM),2
37719,INDUSTRIAL,1
37720,TRANSPORT,1
37721,AGRICULTURE AND SUBSISTENCE,1
37722,MONUMENT (BY FORM),1
37723,INDUSTRIAL,1
37724,INDUSTRIAL,1
37725,MONUMENT (BY FORM),1
37726,MONUMENT (BY FORM),1
37727,MONUMENT (BY FORM),1
37728,MONUMENT (BY FORM),1
37729,MONUMENT (BY FORM),1
37730,INDUSTRIAL,1
37731,INDUSTRIAL,2
37732,INDUSTRIAL,1
37733,INDUSTRIAL,1
37734,INDUSTRIAL,1
37735,TRANSPORT,1
37736,"RELIGIOUS, RITUAL AND FUNERARY",1
37737,INDUSTRIAL,2
37738,INDUSTRIAL,1
37739,INDUSTRIAL,1
37740,INDUSTRIAL,1
37741,MONUMENT (BY FORM),1
37742,INDUSTRIAL,1
37743,INDUSTRIAL,1
37744,INDUSTRIAL,2
37745,INDUSTRIAL,2
37746,INDUSTRIAL,1
37747,INDUSTRIAL,1
37748,INDUSTRIAL,1
37749,INDUSTRIAL,1
37750,INDUSTRIAL,2
37751,INDUSTRIAL,1
37752,INDUSTRIAL,1
37753,INDUSTRIAL,1
37754,INDUSTRIAL,1
37755,INDUSTRIAL,1
37756,INDUSTRIAL,1
37757,INDUSTRIAL,1
37758,INDUSTRIAL,1
37759,INDUSTRIAL,1
37760,DOMESTIC,1
37761,MONUMENT (BY FORM),1
37762,INDUSTRIAL,1
37763,MONUMENT (BY FORM),1
37764,TRANSPORT,1
37765,MONUMENT (BY FORM),1
37766,MONUMENT (BY FORM),1
37767,MONUMENT (BY FORM),1
37768,MONUMENT (BY FORM),1
37769,MONUMENT (BY FORM),1
37770,MONUMENT (BY FORM),1
37771,AGRICULTURE AND SUBSISTENCE,1
37772,MONUMENT (BY FORM),1
37773,MONUMENT (BY FORM),1
37774,MONUMENT (BY FORM),1
37775,INDUSTRIAL,1
37776,MONUMENT (BY FORM),1
37777,MONUMENT (BY FORM),1
37778,MONUMENT (BY FORM),1
37779,MONUMENT (BY FORM),1
37780,MONUMENT (BY FORM),1
37781,MONUMENT (BY FORM),1
37782,MONUMENT (BY FORM),1
37783,MONUMENT (BY FORM),1
37784,MONUMENT (BY FORM),1
37785,MONUMENT (BY FORM),1
37786,MONUMENT (BY FORM),1
37787,MONUMENT (BY FORM),1
37788,INDUSTRIAL,2
37789,INDUSTRIAL,1
37790,INDUSTRIAL,1
37791,INDUSTRIAL,1
37792,INDUSTRIAL,1
37793,INDUSTRIAL,1
37794,INDUSTRIAL,1
37795,INDUSTRIAL,1
37795,RECREATIONAL,1
37795,NA,1
37796,INDUSTRIAL,1
37797,MONUMENT (BY FORM),1
37798,MONUMENT (BY FORM),1
37799,INDUSTRIAL,1
37800,INDUSTRIAL,1
37801,INDUSTRIAL,1
37802,INDUSTRIAL,1
37803,INDUSTRIAL,1
37804,"RELIGIOUS, RITUAL AND FUNERARY",1
37805,INDUSTRIAL,1
37806,INDUSTRIAL,1
37807,NA,1
37808,MONUMENT (BY FORM),1
37809,NA,1
37810,INDUSTRIAL,1
37811,INDUSTRIAL,1
37812,INDUSTRIAL,1
37813,INDUSTRIAL,1
37814,INDUSTRIAL,1
37815,INDUSTRIAL,1
37816,INDUSTRIAL,1
37817,INDUSTRIAL,1
37818,INDUSTRIAL,1
37819,INDUSTRIAL,1
37820,INDUSTRIAL,1
37821,INDUSTRIAL,1
37822,INDUSTRIAL,1
37823,INDUSTRIAL,1
37824,DOMESTIC,1
37824,INDUSTRIAL,1
37825,INDUSTRIAL,1
37826,INDUSTRIAL,1
37827,DOMESTIC,1
37828,INDUSTRIAL,1
37829,INDUSTRIAL,1
37830,MONUMENT (BY FORM),1
37831,MONUMENT (BY FORM),1
37832,INDUSTRIAL,1
37833,INDUSTRIAL,1
37834,DOMESTIC,1
37835,INDUSTRIAL,1
37836,INDUSTRIAL,1
37837,MONUMENT (BY FORM),1
37838,NA,1
37839,NA,1
37840,INDUSTRIAL,1
37841,INDUSTRIAL,1
37842,INDUSTRIAL,1
37843,INDUSTRIAL,1
37844,INDUSTRIAL,1
37845,INDUSTRIAL,1
37846,INDUSTRIAL,1
37847,INDUSTRIAL,1
37848,INDUSTRIAL,1
37849,INDUSTRIAL,1
37850,NA,1
37851,NA,1
37852,INDUSTRIAL,1
37853,RECREATIONAL,1
37854,MONUMENT (BY FORM),1
37855,INDUSTRIAL,1
37856,INDUSTRIAL,1
37857,CIVIL,1
37858,INDUSTRIAL,1
37859,INDUSTRIAL,1
37860,INDUSTRIAL,1
37861,INDUSTRIAL,1
37862,INDUSTRIAL,1
37863,INDUSTRIAL,1
37864,TRANSPORT,1
37865,INDUSTRIAL,1
37866,INDUSTRIAL,1
37867,INDUSTRIAL,1
37868,INDUSTRIAL,1
37869,INDUSTRIAL,1
37870,INDUSTRIAL,1
37871,UNASSIGNED,1
37872,AGRICULTURE AND SUBSISTENCE,1
37873,AGRICULTURE AND SUBSISTENCE,1
37874,DOMESTIC,1
37875,DOMESTIC,1
37876,AGRICULTURE AND SUBSISTENCE,1
37877,AGRICULTURE AND SUBSISTENCE,1
37878,AGRICULTURE AND SUBSISTENCE,1
37879,AGRICULTURE AND SUBSISTENCE,2
37880,AGRICULTURE AND SUBSISTENCE,1
37881,AGRICULTURE AND SUBSISTENCE,1
37882,AGRICULTURE AND SUBSISTENCE,1
37883,DOMESTIC,1
37884,NA,1
37885,WATER SUPPLY AND DRAINAGE,1
37886,INDUSTRIAL,1
37887,INDUSTRIAL,1
37888,INDUSTRIAL,1
37889,INDUSTRIAL,1
37890,INDUSTRIAL,1
37891,INDUSTRIAL,1
37892,INDUSTRIAL,1
37893,INDUSTRIAL,1
37894,INDUSTRIAL,1
37895,RECREATIONAL,1
37896,TRANSPORT,1
37897,INDUSTRIAL,1
37898,INDUSTRIAL,1
37899,AGRICULTURE AND SUBSISTENCE,1
37900,INDUSTRIAL,1
37901,INDUSTRIAL,1
37902,INDUSTRIAL,1
37903,INDUSTRIAL,1
37904,INDUSTRIAL,1
37905,INDUSTRIAL,1
37906,INDUSTRIAL,1
37907,AGRICULTURE AND SUBSISTENCE,1
37908,NA,1
37909,NA,1
37910,AGRICULTURE AND SUBSISTENCE,1
37911,INDUSTRIAL,5
37912,INDUSTRIAL,1
37913,INDUSTRIAL,2
37914,INDUSTRIAL,2
37915,NA,1
37916,AGRICULTURE AND SUBSISTENCE,1
37916,INDUSTRIAL,1
37917,NA,1
37918,INDUSTRIAL,1
37919,INDUSTRIAL,1
37920,INDUSTRIAL,1
37921,INDUSTRIAL,1
37922,NA,1
37923,NA,1
37924,INDUSTRIAL,1
37925,AGRICULTURE AND SUBSISTENCE,1
37926,INDUSTRIAL,1
37927,INDUSTRIAL,1
37928,INDUSTRIAL,1
37929,INDUSTRIAL,1
37930,INDUSTRIAL,1
37931,INDUSTRIAL,1
37932,INDUSTRIAL,1
37933,INDUSTRIAL,1
37934,NA,1
37935,INDUSTRIAL,1
37936,NA,1
37937,INDUSTRIAL,1
37938,INDUSTRIAL,1
37939,INDUSTRIAL,1
37940,AGRICULTURE AND SUBSISTENCE,1
37941,DOMESTIC,1
37942,DOMESTIC,1
37943,AGRICULTURE AND SUBSISTENCE,1
37943,DOMESTIC,1
37944,DOMESTIC,1
37945,DOMESTIC,1
37946,DOMESTIC,1
37947,DOMESTIC,1
37948,AGRICULTURE AND SUBSISTENCE,1
37949,DOMESTIC,1
37950,AGRICULTURE AND SUBSISTENCE,1
37951,DOMESTIC,1
37952,"RELIGIOUS, RITUAL AND FUNERARY",1
37953,"RELIGIOUS, RITUAL AND FUNERARY",1
37954,DOMESTIC,2
37955,DOMESTIC,1
37956,DOMESTIC,2
37957,DEFENCE,1
37958,DOMESTIC,1
37958,"RELIGIOUS, RITUAL AND FUNERARY",1
37959,"RELIGIOUS, RITUAL AND FUNERARY",1
37960,DOMESTIC,1
37961,"RELIGIOUS, RITUAL AND FUNERARY",1
37962,DOMESTIC,1
37963,MONUMENT (BY FORM),1
37964,DOMESTIC,1
37965,DOMESTIC,1
37966,"RELIGIOUS, RITUAL AND FUNERARY",1
37967,DOMESTIC,1
37968,MONUMENT (BY FORM),1
37969,DOMESTIC,1
37969,MONUMENT (BY FORM),1
37970,DOMESTIC,1
37971,"RELIGIOUS, RITUAL AND FUNERARY",1
37972,MONUMENT (BY FORM),1
37973,MONUMENT (BY FORM),1
37974,AGRICULTURE AND SUBSISTENCE,1
37975,AGRICULTURE AND SUBSISTENCE,1
37976,DOMESTIC,1
37977,"RELIGIOUS, RITUAL AND FUNERARY",1
37978,"RELIGIOUS, RITUAL AND FUNERARY",1
37979,"RELIGIOUS, RITUAL AND FUNERARY",1
37980,MONUMENT (BY FORM),1
37981,MONUMENT (BY FORM),1
37982,DOMESTIC,1
37983,DOMESTIC,1
37984,AGRICULTURE AND SUBSISTENCE,1
37985,AGRICULTURE AND SUBSISTENCE,1
37986,MONUMENT (BY FORM),1
37987,DOMESTIC,1
37988,"RELIGIOUS, RITUAL AND FUNERARY",2
37989,"RELIGIOUS, RITUAL AND FUNERARY",2
37990,"RELIGIOUS, RITUAL AND FUNERARY",2
37991,"RELIGIOUS, RITUAL AND FUNERARY",2
37992,"RELIGIOUS, RITUAL AND FUNERARY",2
37993,NA,1
37994,MONUMENT (BY FORM),1
37995,AGRICULTURE AND SUBSISTENCE,1
37996,INDUSTRIAL,2
37997,INDUSTRIAL,1
37998,DOMESTIC,2
37999,TRANSPORT,1
38000,AGRICULTURE AND SUBSISTENCE,2
38001,AGRICULTURE AND SUBSISTENCE,1
38001,"RELIGIOUS, RITUAL AND FUNERARY",1
38002,"RELIGIOUS, RITUAL AND FUNERARY",1
38003,AGRICULTURE AND SUBSISTENCE,1
38004,AGRICULTURE AND SUBSISTENCE,1
38005,AGRICULTURE AND SUBSISTENCE,1
38006,AGRICULTURE AND SUBSISTENCE,1
38007,INDUSTRIAL,1
38008,"RELIGIOUS, RITUAL AND FUNERARY",1
38009,TRANSPORT,1
38010,INDUSTRIAL,1
38011,INDUSTRIAL,1
38012,INDUSTRIAL,1
38013,AGRICULTURE AND SUBSISTENCE,1
38014,"RELIGIOUS, RITUAL AND FUNERARY",1
38015,AGRICULTURE AND SUBSISTENCE,1
38015,INDUSTRIAL,1
38015,MONUMENT (BY FORM),1
38016,AGRICULTURE AND SUBSISTENCE,1
38017,INDUSTRIAL,1
38018,INDUSTRIAL,1
38019,AGRICULTURE AND SUBSISTENCE,1
38020,"RELIGIOUS, RITUAL AND FUNERARY",1
38021,"RELIGIOUS, RITUAL AND FUNERARY",1
38022,TRANSPORT,1
38023,WATER SUPPLY AND DRAINAGE,1
38024,WATER SUPPLY AND DRAINAGE,1
38025,WATER SUPPLY AND DRAINAGE,1
38026,TRANSPORT,1
38027,TRANSPORT,1
38028,AGRICULTURE AND SUBSISTENCE,1
38029,AGRICULTURE AND SUBSISTENCE,1
38030,AGRICULTURE AND SUBSISTENCE,1
38030,MONUMENT (BY FORM),1
38031,AGRICULTURE AND SUBSISTENCE,1
38032,AGRICULTURE AND SUBSISTENCE,1
38033,AGRICULTURE AND SUBSISTENCE,1
38034,TRANSPORT,1
38035,AGRICULTURE AND SUBSISTENCE,1
38036,INDUSTRIAL,1
38037,"RELIGIOUS, RITUAL AND FUNERARY",1
38038,AGRICULTURE AND SUBSISTENCE,1
38039,AGRICULTURE AND SUBSISTENCE,1
38040,AGRICULTURE AND SUBSISTENCE,1
38041,INDUSTRIAL,1
38042,AGRICULTURE AND SUBSISTENCE,1
38043,MONUMENT (BY FORM),1
38044,INDUSTRIAL,1
38045,INDUSTRIAL,1
38046,AGRICULTURE AND SUBSISTENCE,1
