SHINEuid,MonType,HER Number,Name,PrtctStat,Summary,PeriodStrt,PeriodEnd,Evidence,Descript,PrimRefNo,SHINE_name,CandStat,SHI_Form,SHI_Signif,SHI_StatID,SHI_Stat,Shape,BroadType_Code,Keep_YN.x,Keep_YN.y,countNoKeep,countSHINEuids
34694,BIELD,34784,"Bield southwest of Mosedale, Wasdale Head",,"This long dry-stone bield (wall built to give shelter to sheep) is southwest of Mosedale, it was probably a shelter wall.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This 13m long dry-stone wall is built into the side of the hillside, it is over 1m high on the uphill and on the downhill it is 1.75m. It was probably used as a shelter wall (Wasdale Head Notebook 2)  (S5172, E1603).",369c9b22-0ab8-476f-9898-d5d89479da0f,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34700,BIELD,34790,"Bield near Gatherstone Beck, Wasdale Head",,Site:21818*0 Situated near Gatherstone Beck is the ruins of a shelter wall.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This site is the remains of a shelter wall, it stretches down slope for over 22m. It is located on the South side of Gatherstone Beck North of Mosedale. The walls maximum height is just 0.6m (Wasdale Head Notebook 2)  (S5172, E1603).",cd51bb9e-db6a-459e-962c-0c5485c0a808,"Structural remains of a post-medieval bield at Gatherstone Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34701,BIELD,34791,"Bield near Black Sail Pass, Wasdale Head",,"This dry-stone shelter bield (wall built to give shelter to sheep) is located in Black Sail Pass, it is built between two large boulders.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This site is a relict shelter wall that is over 20m long and 1m high, it is situated on the South side of Gatherstone Beck and just East of Black Sail Pass (Wasdale Head Notebook 2)  (S5172, E1603).",5c61e482-942a-4511-8fbe-8eec96ae4d1c,"Structural remains of a post-medieval bield at Black Sail Pass, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34702,BIELD,34792,"Bield northwest of Black Sail Pass, Wasdale Head",,This L-shaped shelter bield (wall built to give shelter to sheep) is situated northwest of Black Sail Pass.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This L-shaped shelter wall is 20m long on its longest length; the shortest is 10m long. Its maximum height is over 1m (Wasdale Head Notebook 2)  (S5172, E1603).",41e36f86-62df-4d51-add6-d54f5212e769,"Structural remains of a post-medieval bield at Black Sail Pass, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34703,BIELD,34793,"Bield near Gatherstone Head, Wasdale Head",,Situated near Gatherstone Beck is a relict bield (wall built to give shelter to sheep) that is in a ruinous condition.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This shelter wall is almost totally destroyed with only 3m left standing to a height of 0.75m. This wall may well have been 7m to 10m in length, running downhill toward Gatherstone Beck (Wasdale Head Notebook 2)  (S5172, E1603).",8ec472d7-9c1c-43d2-8128-6f1a7a2b1339,"Structural remains of a post-medieval bield at Gatherstone Head, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34704,BIELD,34794,"Bield South of Gatherstone Beck, Wasdale Head",,This ruinous bield (wall built to give shelter to sheep) is situated on the hillside South of Gatherstone Beck.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This is the remains of a hook-shaped shelter wall that is over 1.25m at its maximum height and over 11m long (Wasdale Head Notebook 2)  (S5172, E1603).",910af86b-9c61-4994-bf37-748614579dc7,"Structural remains of a post-medieval bield at Gatherstone Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34708,BIELD,34798,"Bield North of Mosedale, Wasdale Head",,This ruined bield (wall built to give shelter to sheep) is located North of the cairn field at Mosedale.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This 7m long wall is over 0.75m high. It was probably used as a shelter wall. It is situated on the edge of a cairnfield (National Trust site 21827*0). This site is on the slope that rises up from the valley floor North of Mosedale (Wasdale Head Notebook,21ea5cf7-448d-42a5-9c70-85dae1a4b468,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34712,BIELD,34802,"Bield South of Mosedale beck, Wasdale Head",,"This small dry stone bield (wall built to give shelter to sheep) is mostly in a ruinous state, it is located East of Mosedale Beck.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This L-shaped shelter wall is over 9m in length and 1m high. The site is constructed from dry-stone and is located at the head of the valley (Wasdale Head Notebook 2)  (S5172, E1603).",2fcc52f5-7ab2-4390-8f09-df3063c4e5fd,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34713,BIELD,34803,"Bield southwest of Gatherstone Head, Wasdale Head",,"This bield (wall built to give shelter to sheep) is situated southwest of Gatherstone Head, it is almost entirely destroyed the footings remain suggesting that the wall was bow-shaped.",POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,"This dry-stone shelter wall is over 6m in length; only the footings remain of this bow-shaped shelter (Wasdale Head Notebook 2)  (S5172, E1603).",4954959e-2e49-4b60-9182-3ec4cf5c35c0,"Above-ground remains of a post-medieval bield at Gatherstone Head, Wasdale",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
34717,BIELD,34807,"Bield East of Mosedale Beck, Wasdale Head",,"This U-shaped bield (wall built to give shelter to sheep) has a large boulder incorporated into its design, it is situated high up on the hillside East of Mosedale Beck.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This U-shaped shelter wall is high up in Mosedale Head facing downhill, the wall is just 0.75m high. There is a large boulder incorporated into the wall, with the wall coming from this for over 3m (Wasdale Head Notebook 2)  (S5172, E1603).",43b43dca-0d67-46cd-9d39-7a62531fb3a4,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34718,BIELD,34808,"Bield East of Mosedale Beck, Wasdale Head",,This U-shaped bield (wall built to give shelter to sheep) is located high up on the hills over looking Mosedale Beck.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This U-shaped shelter wall has dry-stone walling butting onto a large boulder that is incorporated into the shelter. The maximum height of the walls is 1m and the site is approximately 6m in length (Wasdale Head Notebook 2)  (S5172, E1603).",80f88c57-c05c-4e2f-b179-6d534b88c50d,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34720,BIELD,34810,"Bield East of Mosedale Beck, Wasdale Head",,"This small bield (wall built to give shelter to sheep) is in good condition it is located East of Mosedale Beck, high up on the hillside.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This wall rises to a maximum 0.75m and measures over 12m in length, it is in a rough U-shape curving up toward Wasdale Head (Wasdale Head Notebook 2)  (S5172, E1603).",cf2b4558-df63-44a5-9da1-3b3551920404,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34721,BIELD,34811,"Bield East of Mosedale Beck, Wasdale Head",,"This small bield (wall built to give shelter to sheep) is located East of Mosedale Beck, the dry-stone wall is built against a large boulder.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This 7m long shelter wall rises to a maximum height of 0.5m high, the wall butts onto a large boulder. The site is located East of Mosedale Beck at the bottom of the valley (Wasdale Head Notebook 2)  (S5172, E1603).",2562d515-6017-4082-bbb4-828ab4c21f3f,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34722,BIELD,34812,"Bield northeast of Mosedale Beck, Wasdale Head",,"This large wall is situated East of Mosedale Beck, this site is  possibly either a bield (wall built to give shelter to sheep) or a pen for animals.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This large wall is over 1.5m high and 39m in length; it butts onto a pile of boulders at its West end. It is possible that this site is a sheep fold, it is built across a gulley with the entrance through the wall. The steep hillside at the rear of the si",c7fa66f1-47c8-426a-a69e-a15193d4e751,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34723,BIELD,34813,"Bield North of Mosedale Beck, Wasdale Head",,Probable bield (wall built to give shelter to sheep) situated North of Mosedale Beck high up on the slopes.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This levelled area is surrounded by a wall over 30m to 35m long and 1.25m high. There is some evidence of a small pen, up slope, at the northeast of the site (National Trust site 21841*1). Its location half way up the slope allows it a view down into Mos",ba75e2e4-d3f4-43a2-aa80-421184091acb,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34730,BIELD,34820,"Bield southwest of Mosedale Beck, Wasdale Head",,"This small and unusual wall is located at the valley bottom West of Mosedale Beck, it is built around a small boulder. It is thought to be a bield (wall built to give shelter to sheep).",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This unusual arrangement of stone around a boulder is probably the remains of a shelter wall, the wall rises to a maximum height of 1.25m and only 2m in height. The site looks almost as if it was originally circular when it is studied close-up, it is how",648d9840-c913-49f4-bc84-be8d183cd8b5,"Structural remains of a post-medieval bield at Mosedale Beck, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34740,BIELD,34832,"Bield on Wasdale Fell, Wasdale Head",,"This small bield (wall built to give shelter to sheep) is located on the steep hillside of Wasdale Fell, it is butted up against a large boulder. It was probably a shelter wall for sheep.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This 3m long wall rises to a maximum height of 1.25m, the wall is orientated northwest to southeast. At the northern end is a large boulder that the wall butts onto, the site is located on the steep slopes of Wasdale Fell (Wasdale Head Notebook 2)  (S517",5f7cf0a8-78ec-47c1-a7cf-20fc42dc54b2,"Structural remains of a post-medieval bield at Wasdale Fell, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34741,BIELD,34833,"Bield on Wasdale Fell, Wasdale Head",,"This long wall - possibly a bield (wall built to give shelter to sheep) -  curves round as it runs downhill, the wall is on an unusual orientation as it runs southwest to northeast. The site is located on the steep hillside on Wasdale Fell.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This 7m long shelter wall rises to a maximum height of 0.75m, the wall curves slightly as it runs downhill. The wall is orientated southwest to northeast which is an unusual orientation for a shelter wall. There is no surrounding remains that might sugge",92124e26-0fc0-45b7-bc7c-28ee194d630e,"Structural remains of a post-medieval bield at Wasdale Fell, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34742,BIELD,34834,"Bield East of Birker Holes, Wasdale Head",,"This straight bield (wall built to give shelter to sheep) is all but ruined, with little left but the footings. The wall on the northern end butts up against a large boulder.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This 7m long shelter wall rises to a maximum height of 0.75m, it runs down the slope in a North to South orientation. The wall butts up against a large boulder on the northern end, all that remains of the site is its footings (Wasdale Head Notebook 2)  (",db4ab82d-3b64-42b3-ae8e-9585eaac7dc8,"Structural remains of a post-medieval bield at Birker Holes, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34743,BIELD,34835,"Bield near Gable Beck, Wasdale Head",,This L-shaped bield (wall built to give shelter to sheep) runs downhill much of it is in a tumbled condition. The site is situated on the slopes East of Wasdale Fell.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This L-shaped shelter wall is over 10m long and 4m wide, it rises to a maximum height of 0.25m. Much of the wall is in a tumbled condition, the wall runs downhill. The foot of the L-shape appears to be dug into the slope creating a narrow area of revetme",c7df754c-fd23-42e5-b198-2e88beccf4a8,"Above-ground and structural remains of a post-medieval bield at Gable Beck, Wasdale",yes,Structure(s) + above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
34746,BIELD,34838,"Bield East of Wasdale Fell, Wasdale Head",,This long bield (wall built to give shelter to sheep) runs in a North to South direction down the slope East of Wasdale Fell.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This 13m long shelter wall rises to a maximum height of 1m, the site is all but destroyed with only its footings remaining. The wall is orientated North to South as it runs down the hillside East of Wasdale Fell (Wasdale Head Notebook 2)  (S5172, E1603).",22c0f7dd-63d2-4ce0-a1ea-8216669468f1,"Structural remains of a post-medieval bield at Wasdale Fell, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34747,BIELD,34839,"Bield East of Birker Holes, Wasdale Head",,"This very long and high bield (wall built to give shelter to sheep) is in excellent condition it is situated on the slopes, East of Wasdale Fell.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This long shelter wall is located on the slopes of Wasdale Fell, it is situated in a small depression East of Birker Holes. The wall is over 17m long and rises to a maximum height of 1.25m, the wall is orientated northwest to southeast (Wasdale Head Note",b608d9eb-3e85-443b-9f0f-f84c954cad39,"Structural remains of a post-medieval bield at Birker Holes, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34750,BIELD,34876,"Bield South of Lingmell Gill, Wasdale Head",,"This small bield (wall built to give shelter to sheep) is situated on the sloping hillside South of Lingmell Gill, the wall is probably the remains of a shelter wall for stock.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A tiny stretch of wall just 3m in length and 0.5m high. It is located on the level ground between Lingmell Gill and Brown Tongue and is orientated North to South (Wasdale Head Notebook 3)  (S5172, E1603).",1fe21c1e-5d37-4095-aab5-b23234996ae1,"Structural remains of a post-medieval bield at Lingmell Gill, Wasdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34786,BIELD,34879,"Bield South of Brown Tongue, Wasdale Head",,"This small bield (wall built to give shelter to sheep) in a ruinous condition, it is situated South of Brown Tongue over looking Wast Water.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This small 4m long wall has only its footings remaining; it is situated on the sloping hillside South of Brown Tongue (Wasdale Head Notebook 3)  (S5172, E1603).",75559645-6ce9-4e18-bf2f-b535a7b786d7,"Structural remains of a post-medieval bield at Brown Tongue, Eskdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34787,BIELD,34880,"Bield near Brown Tongue, Wasdale Head",,"This bield (all built to give shelter to sheep) is immediately adjacent to a foot path on the steep slopes southwest of Brown Tongue, the site is probably cut by the foot path.",POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This 10m long shelter wall is over 0.75m high, it is immediately adjacent and possibly cut by a foot path. The wall is orientated North to South on a steeply-sloping valley side. It is possible that the wall is the remains of a sheep fold but this is dif",7347f8df-1043-4fba-8e4c-2cf179f5c4fa,"Structural remains of a post-medieval bield at Brown Tongue, Eskdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
34815,RUBBISH PIT,34938,"Rubbish pit southeast of Lingmell, Wasdale Head",,Situated southeast of Lingmell is several stone filled rubbish pits (it where domestic waste material is deposited) of unknown date. There is some evidence that there was a building associated with these pits.,POST MEDIEVAL,20TH CENTURY,EARTHWORK,"Situated southeast of Lingmell is a large rubbish pit covering an area of 30m x 14m. It also displays evidence of relict walling, the stone and rubbish is buried in a deep pit measuring 2m deep. There are two large pits and two smaller associated pits wi",dcd3f3c0-7df0-4389-95dc-58b7a4ecc4cf,"Above-ground remains of post-medieval and modern rubbish pits at Lingmell, Wasdale",yes,Above-ground feature(s),Low,2,Probable,Point,NA,N,N,1,1
34880,ARCH BRIDGE,36888,"Hollins Bridge, southwestof Hollin Farm, Wasdale",,This stone hump-backed arch bridge (curved structural span which is supported at the sides or ends. May vary in shape from the horizontal flat arch through semicircular and semielliptical forms) straddles the River Irt in a field southwest of Hollins Far,MEDIEVAL,POST MEDIEVAL,STRUCTURE,"Stone humpbacked bridge.
~
The bridge has an arch that is constructed with squared sandstone blocks of varying sizes measuring between 0.1m by 0.3m and 0.4m by 0.8m. The remainder of the bridge utilises roughly-quarried and surface-gathered stone of va",fba8cadc-d8f2-4c96-870c-6faf3039edfa,"Structural remains of a hump-backed bridge at Hollins Farm, Irton with Santon",yes,Structure(s),Medium,2,Probable,Point,8,N,N,1,1
