shine_uid,shine_name,shine_form,significan,web_url,last_edit,FISH_Broad_Type,FISH_Type_Count,FISH_Rank,Aggregated_Period,Period_Rank,Status_MAx
179,"Earthwork enclosure of uncertain date recorded at Latter Barrow, Muncaster",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
180,"Post Medieval sheep fold enclosure, and shepherd's shelter, of standing and earthwork remains at Little Door",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
182,Earthwork remains of enclosures of uncertain age recorded at Raven Crag,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
183,"Earthwork remains of enclosures of uncertain age recorded as Whitraw Beck enclosures, with associated narrow ridge and furrow of Post Medieval age",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
184,"Earthwork sheep fold enclosure of Post Medieval date recorded by the Nether Beck, Wasdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
185,"Post Medieval farmstead remains as ruined buildings and earthworks under the name ""High Kinmont""",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
186,Earthworks of enclosure of uncertain date located on Corney Fell,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,Scheduled Monument
187,"Crispen Cottage cairnfield earthworks of uncertain date, including remains of a low wall",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
188,"Farend Wood cairnfield earthworks of uncertain date clearance cairns, east-southeast of Bootle",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
189,"Earthwork rectangular enclosure of uncertain age or function, Millhouse",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-04-21 15:35:30,MONUMENT (BY FORM),1,3,UNCERTAIN,1,
190,Enclosure of uncertain date or function at Gatehouse,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-04-21 15:35:50,DOMESTIC,1,5,UNCERTAIN,1,
191,Earthwork lynchets of uncertain date East of Townend Hall,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
192,"Earthwork enclosure of uncertain date or function, located southeast of Fellgreen",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
193,"Earthworks of small cairnfield cairns of presumed prehistoric date recorded North of Coppycow, Bootle",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
194,Earthworks of enclosure of uncertain date or function at Grassgill Beck,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
195,Earthworks of enclosure of uncertain date or function at Hentoe Beck,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
196,"Earthwork remains of enclosure at Rowantree How, Dunnerdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
198,Undated earthwork remains of a hut circle at Wood Knotts,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
199,"Pair of earthwork enclosures of uncertain date or function, West of the top of Hesk Fell",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
200,Earthworks of at least 15 cairns in agricultural clearance cairnfield of uncertain age at Woodend Bridge,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
201,Post Medieval standing and earthwork remains of enclosure at Sele Bottom,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,POST-MEDIEVAL (1540-1900),4,
202,"Pair of Post Medieval enclosures recorded, surviving as earthworks, as Smith Mire Enclosures",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
203,"Undated series of earthworks, thought cairns, at Raven's Crag",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
204,"Earthwork enclosure of uncertain date and function, recorded southwest of Bowscale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
205,Undated settlement earthwork remains of White How including building platforms and hut circles,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
206,Undated earthwork remains of enclosure North of Windsor Farm,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
209,Possible earthworks of uncertain date cairnfield at Wincop,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
210,Earthwork remains of prehistoric enclosure of Greenhow,Above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,PREHISTORIC (pre-43AD),8,
212,Post Medieval earthworks of narrow ridge and furrow and enclosure at Hole House,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
213,Earthwork cairnfield and wall remains of uncertain age at Hard Hill,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
214,Standing and earthwork remains of the farmstead at The Haws,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
216,Uncertain dated enclosure and Post Medieval sheep fold remains at Wasdale Head,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,2,5,POST-MEDIEVAL (1540-1900),4,
217,Crispen Cottage farmstead standing and earthwork remains of uncertain date,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
218,"Earthwork cairns, cairnfield and enclosures of uncertain date at Ulgra Beck",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
219,Earthwork enclosure of uncertain date at Ulgra Beck,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
220,Small uncertain date cairnfield of at least six cairn earthworks at Wood Knotts,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
221,Small uncertain date cairnfield of at least seven cairn earthworks on Hesk Fell,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
222,"Cairn and enclosure earthworks of uncertain date at Lady's Dub, West of Ramsbarrow Wood",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,2,5,UNCERTAIN,1,
223,Earthwork enclosure of uncertain date known as Bigertmire Pasture Enclosure,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
224,Earthwork remains of hut circle of uncertain - presumed prehistoric - date and adjacent Bronze Age clearance cairns near Churn Hole,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
225,Earthwork remains of cairnfield of clearance and linear clearance cairns of uncertain date West of Smallthwaite,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
226,"Earthworks of cairnfield, enclosure and possible field system of uncertain - possibly prehistoric - date, northwest of Beckstones",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
227,"Enclosure earthwork and possible cairns of uncertain date, south-southeast of Thwaite Yeat",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
228,"Possible earthwork survival of cairnfield of uncertain date, northeast of Loganbeck",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
229,"Uncertain enclosures - possibly sheep folds - of uncertain date with standing walling, North of Greenhow",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,2,5,UNCERTAIN,1,
230,"Earthworks of cairns and standing walls of uncertain age North of The Intake, Stainton Fell",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
231,Cairnfield of probable clearance cairns of uncertain age at Freeze Beck,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
234,"Enclosure of uncertain date surviving as standing walls and earthworks, southwest of Turner Hall",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
235,"Enclosure of uncertain date surviving as standing walls and earthworks, east-northeast of Windsor Farm",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
237,Earthwork of sub-circular enclosure of uncertain date recorded North of Yew Tree farmstead,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
240,"Stock enclosure sheep fold and associated drove way walling, northeast of Gill, of potential Medieval date",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,2,11,MEDIEVAL (1066-1540),5,
241,"Walls and enclosures of uncertain date, northwest of Greendale",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
242,Cairnfield and field system earthworks of uncertain - possibly Iron Age - around Greendale - extend polygon Eastwards,Degraded below-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
243,Footings of walls and ridge and furrow earthworks of Medieval and post Medieval age at Down in the Dale,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,2,11,MEDIEVAL (1066-1540),5,
244,Wast Water field boundary structures and enclosure earthworks of uncertain age,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,4,11,UNCERTAIN,1,
245,Three Post Medieval sheep folds with standing walling southwest of Hutching's How,Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
246,Post Medieval sheep fold walls and collapsed walling at Ringmell Scars,Structure(s) + above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
247,Post Medieval sheep fold and washfold enclosures as earthworks at Ringmell Scars,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
248,Prehistoric cairnfield earthworks of at least nine cairns between Bracken Howe and Blaze Hill,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",2,7,PREHISTORIC (pre-43AD),8,
249,Earthworks of uncertain date cairnfield of clearance cairns and prehistoric ring cairn at Thiefstead - extend polygon to South,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
250,"Post Medieval enclosure and wall at Starling Gill, Thiefstead",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,POST-MEDIEVAL (1540-1900),4,
251,Cairnfield including round cairns and bank earthworks of prehistoric date at Stone How,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,PREHISTORIC (pre-43AD),8,
252,"Prehistoric cairnfield, bank and wall earthworks of White Raise surrounding Scheduled Monument cairns - extend shape SW",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,PREHISTORIC (pre-43AD),8,
253,"Large cairnfield area of earthworks, including possible ring cairn, of prehistoric age southeast of Blaze Hill",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",2,7,PREHISTORIC (pre-43AD),8,
254,"Earthworks of cairnfield remains and possible enclosure of prehistoric dates, South of Blaze Hill",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-04-21 14:45:10,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
255,"Uncertain date - presumed prehistoric - earthworks of cairn, ring cairn and enclosure northwest of White Crag",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
256,Sub-rectangular enclosure of uncertain date as structure remains at Wilson Scar,Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
257,Earthwork remains of cairn and enclosures of uncertain age at Inscar,Above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
258,"Earthworks of cairns and enclosure of prehistoric date at Outscar, Shap",Above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
260,"Bank, cairnfield and trackway earthworks, possibly associated with nearby enclosed settlement, at Bampton",Above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,UNCERTAIN,1,
261,"Earthworks of a prehistoric cairnfield and possible banks of cleared materials, North of Little Birkhouse Hill",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
262,"Earthworks of two cairns - one a prehistoric round cairn and the other likely prehistoric, East of Little Birkhouse Hill",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",2,7,PREHISTORIC (pre-43AD),8,
263,"Earthworks and cairnfield, including possible hut circles, of prehistoric date at Burnbanks, Bamton Common - expand polygon northeast",Above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
264,"Earthworks of sub-rectangular enclosure of uncertain - prehistoric to Medieval - date at Fourstones Hill, Bampton Common",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,3,5,PREHISTORIC (pre-43AD),8,
265,"Earthwork remains of sub-rectangular enclosure - possibly sheep fold - of uncertain date at Fourstones Hill, Bampton",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,DOMESTIC,1,5,UNCERTAIN,1,
267,"Series of round cairn earthworks making up cairnfield of uncertain date, located South of Hudscales",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
269,Earthworks of prehistoric cairnfield remains on Stainton Fell,Above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
272,Series of at least four earthwork cairns of prehistoric date at Stainton Fell,Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
274,"Earthwork remains of Medieval farmstead and enclosures, huts and building platforms, on Askham Fell",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,1,11,MEDIEVAL (1066-1540),5,
275,Small cairnfield of uncertain date earthworks located northwest of Barnscar,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
276,Pair of cairns of uncertain date earthworks located West of Barnscar,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,UNCERTAIN,1,
277,Earthworks of small prehistoric cairnfield located on Waberthwaite Fell,Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
278,"Medieval and Post Medieval farmstead, field system, clearance cairns, enclosures and ridge and furrow earthworks and standing remains",Structure(s) + above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,2,11,MEDIEVAL (1066-1540),5,
279,"Earthworks of a Bronze Age cairnfield of individual cairns at Whin Garth, Bleng Forest",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
280,"Earthworks of cairns, cairnfield, banks, lynchets and ring features of Bronze Age to Medieval dates at Whin Garth",Above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,AGRICULTURE AND SUBSISTENCE,2,11,PREHISTORIC (pre-43AD),8,
281,"Cairnfield of Bronze Age clearance and linear clearance cairns earthworks at Whin Garth, North of Hollow Moor",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",2,7,PREHISTORIC (pre-43AD),8,
282,"Earthworks of prehistoric cairnfield, including banks and hut circles, and sheepfold earthwork of uncertain date at Whin Garth",Above-ground feature(s),High,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
283,"Earthworks of Bronze Age cairns recorded under the name ""Whin Garth - Gray Borrans Cairns""",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2009-03-26 10:17:20,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,Scheduled Monument
